id,name,location,station_type,power_kw,price_per_kwh,service_fee,status,install_date,operator_name,contact_phone,total_sessions,total_energy_kwh,total_income,latitude,longitude,remark
498,直流快充-0498号桩,西安邮电大学雁塔校区,直流快充,131.0,0.97,0.46,0,2025-11-01,特来电,029-4683-5304,576,48291.84,69057.34,34.224903,108.961899,雁塔校区学生服务中心
499,交流慢充-0499号桩,西安邮电大学东区,交流慢充,12.0,1.39,0.59,0,2022-06-16,特来电,029-7994-8407,86,619.20,1226.02,34.237701,108.935600,东区体育场停车场
500,双枪充电-0500号桩,西安邮电大学西区,双枪充电,225.0,1.17,0.55,0,2022-03-22,国家电网,029-6971-6261,484,67518.00,116130.96,34.240803,108.931602,西区宿舍停车场
501,交流慢充-0501号桩,西安邮电大学雁塔校区,交流慢充,13.0,1.56,0.66,0,2023-07-08,校园能源管理中心,029-9552-5799,560,2766.40,6141.41,34.228203,108.955406,雁塔校区南门停车场
502,双枪充电-0502号桩,西安邮电大学东区,双枪充电,235.0,1.10,0.61,0,2024-11-06,特来电,029-2697-0947,341,27245.90,46590.49,34.241802,108.931900,东区体育场停车场
503,双枪充电-0503号桩,西安邮电大学西区,双枪充电,136.0,0.88,0.58,0,2022-07-18,特来电,029-6488-5868,577,50222.08,73324.23,34.236702,108.927406,西区实验楼停车场
504,直流快充-0504号桩,西安邮电大学雁塔校区,直流快充,179.0,0.86,0.33,0,2021-05-17,特来电,029-2685-1609,377,41164.63,48985.91,34.229500,108.957405,雁塔校区实验楼停车场
505,双枪充电-0505号桩,西安邮电大学东区,双枪充电,127.0,1.01,0.60,1,2024-06-07,校园能源管理中心,029-4362-7645,97,8130.54,13090.17,34.238003,108.934799,东区B区停车场
506,交流慢充-0506号桩,西安邮电大学西区,交流慢充,9.0,1.15,0.51,1,2024-07-19,国家电网,029-0000-6831,280,907.20,1505.95,34.240501,108.933105,西区1号停车场
507,双枪充电-0507号桩,西安邮电大学雁塔校区,双枪充电,224.0,1.25,0.64,0,2025-08-08,国家电网,029-4815-0339,337,40763.52,77043.06,34.224003,108.963303,雁塔校区南门停车场
508,双枪充电-0508号桩,西安邮电大学东区,双枪充电,194.0,1.11,0.59,1,2023-12-27,星星充电,029-9321-0910,163,9802.82,16664.79,34.240402,108.936501,东区体育场停车场
509,直流快充-0509号桩,西安邮电大学西区,直流快充,130.0,1.34,0.45,0,2023-06-26,国家电网,029-7262-5030,441,36691.20,65677.24,34.242203,108.926102,西区宿舍停车场
510,双枪充电-0510号桩,西安邮电大学雁塔校区,双枪充电,184.0,1.44,0.56,1,2022-07-14,校园能源管理中心,029-3104-1710,329,27846.56,55693.12,34.228100,108.955101,雁塔校区南门停车场
511,直流快充-0511号桩,西安邮电大学东区,直流快充,73.0,1.22,0.45,0,2024-06-04,校园能源管理中心,029-7200-7437,536,28172.16,47047.51,34.241901,108.931801,东区体育场停车场
512,双枪充电-0512号桩,西安邮电大学西区,双枪充电,171.0,1.28,0.44,0,2021-10-05,云快充,029-7118-5575,403,29632.59,50968.05,34.238701,108.929504,西区宿舍停车场
513,交流慢充-0513号桩,西安邮电大学雁塔校区,交流慢充,20.0,1.12,0.38,0,2021-05-17,云快充,029-3435-0688,247,2865.20,4297.80,34.223202,108.962700,雁塔校区南门停车场
514,直流快充-0514号桩,西安邮电大学东区,直流快充,162.0,1.02,0.37,0,2022-12-06,国家电网,029-4905-7951,473,56703.24,78817.51,34.239002,108.930099,东区A区停车场
515,交流慢充-0515号桩,西安邮电大学西区,交流慢充,17.0,1.44,0.65,0,2023-12-04,特来电,029-9785-8089,454,5711.32,11936.66,34.238102,108.930603,西区2号停车场
516,直流快充-0516号桩,西安邮电大学雁塔校区,直流快充,88.0,1.54,0.36,0,2023-09-01,国家电网,029-1628-8929,410,16236.00,30848.40,34.222801,108.963501,雁塔校区学生服务中心
517,交流慢充-0517号桩,西安邮电大学东区,交流慢充,12.0,1.13,0.46,1,2021-05-18,星星充电,029-1682-2045,524,4150.08,6598.63,34.234303,108.933800,东区体育场停车场
518,双枪充电-0518号桩,西安邮电大学西区,双枪充电,165.0,1.32,0.33,0,2023-01-20,校园能源管理中心,029-7452-8771,47,3722.40,6141.96,34.236202,108.926201,西区行政楼停车场
519,交流慢充-0519号桩,西安邮电大学雁塔校区,交流慢充,15.0,0.93,0.61,0,2021-06-27,云快充,029-9564-5143,153,1422.90,2191.27,34.226002,108.957100,雁塔校区北门停车场
520,双枪充电-0520号桩,西安邮电大学东区,双枪充电,231.0,1.24,0.43,0,2022-04-25,云快充,029-3091-2381,375,35516.25,59312.15,34.234100,108.928001,东区图书馆停车场
521,双枪充电-0521号桩,西安邮电大学西区,双枪充电,146.0,1.55,0.37,1,2024-05-11,国家电网,029-7185-7372,158,7843.12,15058.79,34.236900,108.924904,西区2号停车场
522,直流快充-0522号桩,西安邮电大学雁塔校区,直流快充,143.0,1.06,0.60,1,2022-02-02,国家电网,029-8104-2072,139,8348.34,13858.24,34.221901,108.958099,雁塔校区学生服务中心
523,交流慢充-0523号桩,西安邮电大学东区,交流慢充,11.0,1.31,0.48,1,2023-04-14,特来电,029-4377-7831,251,1711.82,3064.16,34.242702,108.928101,东区图书馆停车场
524,直流快充-0524号桩,西安邮电大学西区,直流快充,172.0,0.86,0.42,0,2025-03-09,特来电,029-2596-9260,442,36491.52,46709.14,34.240200,108.925606,西区实验楼停车场
525,直流快充-0525号桩,西安邮电大学雁塔校区,直流快充,84.0,1.26,0.60,2,2023-09-27,星星充电,029-1514-5790,527,25675.44,47756.32,34.222401,108.957306,雁塔校区地下停车场
526,直流快充-0526号桩,西安邮电大学东区,直流快充,74.0,1.20,0.30,0,2024-07-14,星星充电,029-1677-1072,549,20313.00,30469.50,34.235302,108.936104,东区行政楼停车场
527,交流慢充-0527号桩,西安邮电大学西区,交流慢充,20.0,1.46,0.50,1,2024-10-03,星星充电,029-6750-0697,211,3249.40,6368.82,34.241001,108.933006,西区宿舍停车场
528,双枪充电-0528号桩,西安邮电大学雁塔校区,双枪充电,134.0,1.20,0.56,2,2024-03-23,星星充电,029-2077-0973,108,9985.68,17574.80,34.227100,108.958099,雁塔校区实验楼停车场
529,交流慢充-0529号桩,西安邮电大学东区,交流慢充,19.0,1.20,0.41,0,2024-10-18,特来电,029-4316-1105,382,3919.32,6310.11,34.235203,108.935402,东区A区停车场
530,直流快充-0530号桩,西安邮电大学西区,直流快充,112.0,1.26,0.40,0,2025-05-23,云快充,029-8300-8139,430,15892.80,26382.05,34.237801,108.926804,西区实验楼停车场
531,双枪充电-0531号桩,西安邮电大学雁塔校区,双枪充电,154.0,1.36,0.43,0,2023-05-28,国家电网,029-4525-5742,281,13414.94,24012.74,34.225700,108.957703,雁塔校区学生服务中心
532,交流慢充-0532号桩,西安邮电大学东区,交流慢充,12.0,0.83,0.45,0,2022-02-21,国家电网,029-5392-0849,348,2171.52,2779.55,34.241703,108.933601,东区B区停车场
533,双枪充电-0533号桩,西安邮电大学西区,双枪充电,234.0,1.07,0.62,0,2022-07-17,云快充,029-2696-5207,267,43109.82,72855.59,34.235500,108.926201,西区实验楼停车场
534,双枪充电-0534号桩,西安邮电大学雁塔校区,双枪充电,214.0,1.41,0.32,0,2025-03-06,校园能源管理中心,029-4483-2023,85,6002.70,10384.67,34.229900,108.956406,雁塔校区南门停车场
535,直流快充-0535号桩,西安邮电大学东区,直流快充,61.0,1.35,0.44,1,2024-08-16,校园能源管理中心,029-7461-0277,294,8428.98,15087.88,34.239304,108.933701,东区图书馆停车场
536,直流快充-0536号桩,西安邮电大学西区,直流快充,139.0,1.50,0.33,0,2025-06-26,云快充,029-0013-0294,522,26846.46,49129.02,34.239403,108.926201,西区行政楼停车场
537,交流慢充-0537号桩,西安邮电大学雁塔校区,交流慢充,10.0,1.34,0.35,0,2024-08-03,校园能源管理中心,029-6300-3599,503,1559.30,2635.22,34.229103,108.962799,雁塔校区南门停车场
538,直流快充-0538号桩,西安邮电大学东区,直流快充,147.0,0.84,0.32,0,2022-09-04,国家电网,029-8660-5094,98,8499.54,9859.47,34.242500,108.933701,东区A区停车场
539,直流快充-0539号桩,西安邮电大学西区,直流快充,120.0,1.10,0.35,1,2023-11-20,星星充电,029-8934-0766,264,19641.60,28480.32,34.242500,108.932404,西区行政楼停车场
540,双枪充电-0540号桩,西安邮电大学雁塔校区,双枪充电,158.0,1.45,0.61,0,2022-07-10,星星充电,029-1490-7102,542,47099.80,97025.59,34.225201,108.956100,雁塔校区地下停车场
541,双枪充电-0541号桩,西安邮电大学东区,双枪充电,218.0,0.89,0.54,0,2024-05-08,星星充电,029-3930-3706,65,10485.80,14994.69,34.235901,108.934700,东区图书馆停车场
542,交流慢充-0542号桩,西安邮电大学西区,交流慢充,9.0,1.31,0.64,0,2025-11-14,星星充电,029-7343-3335,406,2667.42,5201.47,34.235500,108.927002,西区1号停车场
543,双枪充电-0543号桩,西安邮电大学雁塔校区,双枪充电,161.0,1.41,0.35,1,2024-06-11,云快充,029-3169-7290,121,12857.46,22629.13,34.225700,108.957703,雁塔校区地下停车场
544,交流慢充-0544号桩,西安邮电大学东区,交流慢充,10.0,1.16,0.32,1,2023-03-05,特来电,029-2833-0984,1,5.90,8.73,34.240704,108.929703,东区图书馆停车场
545,双枪充电-0545号桩,西安邮电大学西区,双枪充电,187.0,1.48,0.41,1,2025-11-28,星星充电,029-6305-1030,473,39802.95,75227.58,34.237503,108.930107,西区2号停车场
546,直流快充-0546号桩,西安邮电大学雁塔校区,直流快充,130.0,1.55,0.62,1,2024-06-11,校园能源管理中心,029-3426-1882,527,33569.90,72846.69,34.220901,108.954002,雁塔校区实验楼停车场
547,交流慢充-0547号桩,西安邮电大学东区,交流慢充,7.0,1.49,0.49,0,2024-06-04,云快充,029-3540-9080,16,52.64,104.23,34.239002,108.929901,东区图书馆停车场
548,直流快充-0548号桩,西安邮电大学西区,直流快充,164.0,0.80,0.34,0,2024-12-12,星星充电,029-2361-9732,9,959.40,1093.72,34.242901,108.926003,西区实验楼停车场
549,交流慢充-0549号桩,西安邮电大学雁塔校区,交流慢充,7.0,1.20,0.59,0,2023-01-24,云快充,029-6690-0229,103,396.55,709.82,34.221600,108.954399,雁塔校区学生服务中心
550,交流慢充-0550号桩,西安邮电大学东区,交流慢充,18.0,0.91,0.68,0,2021-05-12,星星充电,029-3423-1183,31,284.58,452.48,34.238003,108.931900,东区行政楼停车场
551,直流快充-0551号桩,西安邮电大学西区,直流快充,101.0,0.85,0.39,0,2024-02-14,特来电,029-9809-3448,246,11429.16,14172.16,34.235401,108.924805,西区1号停车场
552,双枪充电-0552号桩,西安邮电大学雁塔校区,双枪充电,224.0,0.84,0.44,0,2022-01-26,校园能源管理中心,029-2011-7523,297,29937.60,38320.12,34.225101,108.960503,雁塔校区地下停车场
553,交流慢充-0553号桩,西安邮电大学东区,交流慢充,22.0,1.00,0.52,2,2024-11-02,国家电网,029-3035-9574,244,3864.96,5874.74,34.242901,108.934898,东区A区停车场
554,交流慢充-0554号桩,西安邮电大学西区,交流慢充,18.0,1.31,0.49,0,2024-04-07,国家电网,029-5765-9143,469,5656.14,10181.05,34.238300,108.927307,西区实验楼停车场
555,直流快充-0555号桩,西安邮电大学雁塔校区,直流快充,120.0,1.25,0.35,0,2024-06-22,校园能源管理中心,029-9816-6858,458,27480.00,43968.00,34.229900,108.955002,雁塔校区地下停车场
556,双枪充电-0556号桩,西安邮电大学东区,双枪充电,122.0,0.80,0.68,0,2025-02-19,星星充电,029-8405-2148,38,1390.80,2058.38,34.233902,108.934303,东区体育场停车场
557,交流慢充-0557号桩,西安邮电大学西区,交流慢充,19.0,0.88,0.60,0,2023-09-13,特来电,029-4142-0954,335,2546.00,3768.08,34.241402,108.925301,西区行政楼停车场
558,交流慢充-0558号桩,西安邮电大学雁塔校区,交流慢充,16.0,0.99,0.37,0,2023-07-14,国家电网,029-4196-1745,346,4262.72,5797.30,34.225403,108.959702,雁塔校区实验楼停车场
559,交流慢充-0559号桩,西安邮电大学东区,交流慢充,8.0,1.41,0.39,0,2022-07-06,国家电网,029-3319-2158,484,1897.28,3415.10,34.234501,108.932098,东区体育场停车场
560,交流慢充-0560号桩,西安邮电大学西区,交流慢充,12.0,1.48,0.52,0,2022-12-24,特来电,029-3481-0551,161,792.12,1584.24,34.235001,108.931702,西区2号停车场
561,直流快充-0561号桩,西安邮电大学雁塔校区,直流快充,133.0,1.48,0.60,1,2023-07-26,特来电,029-7962-8175,0,0.00,0.00,34.223103,108.955406,雁塔校区北门停车场
562,双枪充电-0562号桩,西安邮电大学东区,双枪充电,212.0,1.07,0.49,0,2024-11-08,校园能源管理中心,029-7148-1357,476,56510.72,88156.72,34.233803,108.934601,东区图书馆停车场
563,双枪充电-0563号桩,西安邮电大学西区,双枪充电,164.0,1.34,0.59,1,2024-07-25,云快充,029-3696-5813,572,45965.92,88714.23,34.237003,108.927605,西区宿舍停车场
564,交流慢充-0564号桩,西安邮电大学雁塔校区,交流慢充,21.0,1.13,0.43,0,2022-09-12,国家电网,029-1094-3292,443,5767.86,8997.86,34.222900,108.962700,雁塔校区学生服务中心
565,直流快充-0565号桩,西安邮电大学东区,直流快充,170.0,1.21,0.43,0,2025-02-18,校园能源管理中心,029-7760-7591,111,10755.90,17639.68,34.237701,108.931206,东区图书馆停车场
566,交流慢充-0566号桩,西安邮电大学西区,交流慢充,19.0,1.24,0.44,1,2023-11-06,特来电,029-8366-3964,333,4049.28,6802.79,34.242901,108.933403,西区宿舍停车场
567,直流快充-0567号桩,西安邮电大学雁塔校区,直流快充,68.0,1.03,0.45,0,2022-12-15,星星充电,029-5170-5134,554,20342.88,30107.46,34.220703,108.955200,雁塔校区学生服务中心
568,交流慢充-0568号桩,西安邮电大学东区,交流慢充,12.0,1.50,0.58,0,2024-03-07,国家电网,029-8716-4548,379,1955.64,4067.73,34.236103,108.933899,东区图书馆停车场
569,直流快充-0569号桩,西安邮电大学西区,直流快充,117.0,1.02,0.41,0,2021-05-06,校园能源管理中心,029-4254-0241,293,22968.27,32844.63,34.237003,108.928207,西区1号停车场
570,直流快充-0570号桩,西安邮电大学雁塔校区,直流快充,172.0,1.17,0.62,0,2021-07-26,星星充电,029-0745-1932,501,67214.16,120313.34,34.225300,108.957603,雁塔校区地下停车场
571,直流快充-0571号桩,西安邮电大学东区,直流快充,80.0,0.96,0.31,0,2022-06-20,国家电网,029-3885-9353,311,17664.80,22434.30,34.233002,108.928505,东区A区停车场
572,双枪充电-0572号桩,西安邮电大学西区,双枪充电,182.0,1.15,0.55,1,2024-10-17,星星充电,029-1900-2109,578,38922.52,66168.28,34.235302,108.931007,西区宿舍停车场
573,交流慢充-0573号桩,西安邮电大学雁塔校区,交流慢充,8.0,0.91,0.47,0,2025-05-13,云快充,029-3478-3550,217,920.08,1269.71,34.222000,108.957703,雁塔校区学生服务中心
574,双枪充电-0574号桩,西安邮电大学东区,双枪充电,157.0,1.02,0.55,0,2022-07-22,校园能源管理中心,029-9101-1247,314,36480.52,57274.41,34.233303,108.930603,东区体育场停车场
575,双枪充电-0575号桩,西安邮电大学西区,双枪充电,128.0,1.45,0.56,0,2023-07-05,校园能源管理中心,029-1298-8551,274,19991.04,40181.99,34.236401,108.927002,西区行政楼停车场
576,交流慢充-0576号桩,西安邮电大学雁塔校区,交流慢充,17.0,1.36,0.68,0,2023-12-02,云快充,029-0885-2921,302,2412.98,4922.48,34.223301,108.955803,雁塔校区南门停车场
577,交流慢充-0577号桩,西安邮电大学东区,交流慢充,7.0,1.21,0.68,1,2023-04-27,校园能源管理中心,029-3383-0252,107,441.91,835.21,34.237103,108.934105,东区A区停车场
578,交流慢充-0578号桩,西安邮电大学西区,交流慢充,10.0,0.96,0.55,0,2022-08-13,校园能源管理中心,029-0795-9812,126,781.20,1179.61,34.234901,108.929207,西区1号停车场
579,双枪充电-0579号桩,西安邮电大学雁塔校区,双枪充电,139.0,1.38,0.57,0,2025-05-21,特来电,029-6319-6422,459,41470.65,80867.77,34.222603,108.959602,雁塔校区学生服务中心
580,双枪充电-0580号桩,西安邮电大学东区,双枪充电,156.0,1.18,0.56,1,2022-07-27,星星充电,029-3991-4776,393,43528.68,75739.91,34.240200,108.933205,东区体育场停车场
581,直流快充-0581号桩,西安邮电大学西区,直流快充,156.0,0.94,0.40,0,2025-04-17,特来电,029-0002-5005,3,248.04,332.37,34.236103,108.930801,西区实验楼停车场
582,直流快充-0582号桩,西安邮电大学雁塔校区,直流快充,155.0,0.98,0.39,0,2024-01-08,特来电,029-7873-8076,104,8382.40,11483.89,34.221001,108.959503,雁塔校区学生服务中心
583,直流快充-0583号桩,西安邮电大学东区,直流快充,163.0,1.40,0.40,0,2022-11-12,云快充,029-0406-8584,331,37227.57,67009.62,34.233704,108.931503,东区图书馆停车场
584,双枪充电-0584号桩,西安邮电大学西区,双枪充电,201.0,1.07,0.44,0,2021-10-03,云快充,029-8690-1848,114,14435.82,21798.09,34.238201,108.933701,西区行政楼停车场
585,交流慢充-0585号桩,西安邮电大学雁塔校区,交流慢充,12.0,1.24,0.51,0,2021-12-06,国家电网,029-1285-8848,594,2138.40,3742.20,34.224800,108.958099,雁塔校区北门停车场
586,交流慢充-0586号桩,西安邮电大学东区,交流慢充,18.0,1.24,0.30,0,2023-06-25,云快充,029-0465-1173,136,1321.92,2035.76,34.238701,108.927200,东区A区停车场
587,交流慢充-0587号桩,西安邮电大学西区,交流慢充,15.0,1.34,0.31,0,2024-05-14,国家电网,029-2471-5965,137,1500.15,2475.25,34.237602,108.930504,西区2号停车场
588,直流快充-0588号桩,西安邮电大学雁塔校区,直流快充,160.0,0.90,0.30,0,2023-05-22,特来电,029-6071-7467,441,50803.20,60963.85,34.222301,108.961105,雁塔校区实验楼停车场
589,交流慢充-0589号桩,西安邮电大学东区,交流慢充,18.0,1.30,0.61,0,2022-04-10,特来电,029-6034-3670,255,2616.30,4997.13,34.242702,108.928299,东区行政楼停车场
590,交流慢充-0590号桩,西安邮电大学西区,交流慢充,9.0,1.26,0.53,2,2021-11-26,云快充,029-0618-5089,390,1544.40,2764.48,34.238003,108.933601,西区行政楼停车场
591,双枪充电-0591号桩,西安邮电大学雁塔校区,双枪充电,152.0,1.05,0.61,0,2024-07-28,国家电网,029-1200-1411,541,42760.64,70982.66,34.224201,108.954002,雁塔校区实验楼停车场
592,双枪充电-0592号桩,西安邮电大学东区,双枪充电,196.0,1.12,0.48,0,2024-09-25,国家电网,029-0837-0272,135,9790.20,15664.32,34.240501,108.931801,东区B区停车场
593,直流快充-0593号桩,西安邮电大学西区,直流快充,136.0,1.29,0.47,0,2022-09-25,云快充,029-9432-7741,274,16023.52,28201.40,34.241802,108.926804,西区2号停车场
594,直流快充-0594号桩,西安邮电大学雁塔校区,直流快充,152.0,0.88,0.50,0,2022-01-14,国家电网,029-1229-2192,251,24798.80,34222.34,34.224503,108.956505,雁塔校区南门停车场
595,直流快充-0595号桩,西安邮电大学东区,直流快充,131.0,1.47,0.43,0,2021-06-21,国家电网,029-5507-1388,359,35742.04,67909.88,34.237400,108.932098,东区体育场停车场
596,直流快充-0596号桩,西安邮电大学西区,直流快充,148.0,1.59,0.50,0,2025-04-03,国家电网,029-6844-6360,539,30313.36,63354.92,34.240200,108.931305,西区2号停车场
597,双枪充电-0597号桩,西安邮电大学雁塔校区,双枪充电,234.0,1.20,0.48,0,2024-02-28,国家电网,029-0280-2951,91,8304.66,13951.83,34.229801,108.955002,雁塔校区地下停车场
598,交流慢充-0598号桩,西安邮电大学东区,交流慢充,16.0,1.07,0.47,0,2024-11-06,云快充,029-8809-1232,22,158.40,243.94,34.237103,108.929901,东区行政楼停车场
599,交流慢充-0599号桩,西安邮电大学西区,交流慢充,13.0,1.18,0.47,0,2022-09-13,校园能源管理中心,029-9615-5975,255,2254.20,3719.43,34.236603,108.924103,西区实验楼停车场
600,双枪充电-0600号桩,西安邮电大学雁塔校区,双枪充电,237.0,1.17,0.66,0,2021-09-24,星星充电,029-8796-7137,181,20161.59,36895.71,34.221100,108.958504,雁塔校区学生服务中心
601,双枪充电-0601号桩,西安邮电大学东区,双枪充电,236.0,0.86,0.48,1,2025-03-10,国家电网,029-0992-0339,163,22311.44,29897.33,34.237801,108.934204,东区图书馆停车场
602,双枪充电-0602号桩,西安邮电大学西区,双枪充电,159.0,1.02,0.59,2,2022-01-20,特来电,029-9022-4579,55,6558.75,10559.59,34.240902,108.926804,西区2号停车场
603,双枪充电-0603号桩,西安邮电大学雁塔校区,双枪充电,179.0,0.81,0.59,0,2024-04-21,星星充电,029-6900-1636,246,22457.34,31440.28,34.220100,108.959404,雁塔校区学生服务中心
604,双枪充电-0604号桩,西安邮电大学东区,双枪充电,219.0,0.85,0.58,0,2023-09-24,国家电网,029-5014-3165,405,27495.45,39318.50,34.233402,108.927803,东区B区停车场
605,直流快充-0605号桩,西安邮电大学西区,直流快充,130.0,1.10,0.40,0,2024-04-27,特来电,029-5906-4562,529,21318.70,31978.05,34.239403,108.930901,西区2号停车场
606,交流慢充-0606号桩,西安邮电大学雁塔校区,交流慢充,12.0,0.89,0.46,1,2024-11-18,星星充电,029-8380-5448,518,3045.84,4111.88,34.229401,108.960304,雁塔校区南门停车场
607,双枪充电-0607号桩,西安邮电大学东区,双枪充电,179.0,1.00,0.46,0,2023-07-15,特来电,029-4355-1220,27,2271.51,3316.41,34.233402,108.932899,东区图书馆停车场
608,双枪充电-0608号桩,西安邮电大学西区,双枪充电,160.0,1.56,0.48,1,2021-05-15,特来电,029-5736-8619,339,40680.00,82987.20,34.242401,108.933403,西区1号停车场
609,双枪充电-0609号桩,西安邮电大学雁塔校区,双枪充电,180.0,0.93,0.46,0,2024-10-15,国家电网,029-7437-8354,213,14569.20,20251.19,34.223801,108.962105,雁塔校区实验楼停车场
610,双枪充电-0610号桩,西安邮电大学东区,双枪充电,132.0,1.49,0.49,0,2023-02-11,国家电网,029-2547-1743,100,10164.00,20124.72,34.240601,108.935905,东区B区停车场
611,交流慢充-0611号桩,西安邮电大学西区,交流慢充,19.0,1.12,0.32,0,2023-11-05,云快充,029-5355-5653,582,4865.52,7006.35,34.234203,108.932304,西区1号停车场
612,双枪充电-0612号桩,西安邮电大学雁塔校区,双枪充电,211.0,1.56,0.39,0,2023-10-10,特来电,029-9284-1291,592,56210.40,109610.27,34.226200,108.962303,雁塔校区地下停车场
613,双枪充电-0613号桩,西安邮电大学东区,双枪充电,147.0,1.49,0.60,0,2025-04-14,云快充,029-4386-1909,455,29429.40,61507.45,34.233902,108.933403,东区A区停车场
614,直流快充-0614号桩,西安邮电大学西区,直流快充,118.0,1.20,0.34,2,2023-09-08,云快充,029-5268-6680,32,1397.12,2151.56,34.237202,108.928207,西区宿舍停车场
615,双枪充电-0615号桩,西安邮电大学雁塔校区,双枪充电,236.0,1.00,0.42,0,2024-03-06,校园能源管理中心,029-4124-0553,408,62587.20,88873.83,34.225903,108.961800,雁塔校区实验楼停车场
616,交流慢充-0616号桩,西安邮电大学东区,交流慢充,22.0,1.31,0.52,0,2023-11-12,特来电,029-0362-0894,59,584.10,1068.90,34.236603,108.931000,东区B区停车场
617,双枪充电-0617号桩,西安邮电大学西区,双枪充电,151.0,1.49,0.66,0,2021-02-05,星星充电,029-4703-7962,144,9784.80,21037.32,34.235100,108.930305,西区宿舍停车场
618,直流快充-0618号桩,西安邮电大学雁塔校区,直流快充,150.0,1.32,0.43,0,2022-12-19,星星充电,029-7742-2628,570,45315.00,79301.24,34.221401,108.961800,雁塔校区学生服务中心
619,直流快充-0619号桩,西安邮电大学东区,直流快充,162.0,1.28,0.35,2,2023-07-19,国家电网,029-6806-9616,119,6168.96,10055.41,34.235603,108.931404,东区图书馆停车场
620,双枪充电-0620号桩,西安邮电大学西区,双枪充电,162.0,1.32,0.57,2,2022-08-09,国家电网,029-5592-2451,85,5783.40,10930.63,34.240803,108.924805,西区2号停车场
621,交流慢充-0621号桩,西安邮电大学雁塔校区,交流慢充,17.0,1.25,0.46,0,2022-08-27,星星充电,029-4422-1170,519,3440.97,5884.06,34.224800,108.960899,雁塔校区南门停车场
622,直流快充-0622号桩,西安邮电大学东区,直流快充,133.0,1.53,0.36,1,2024-04-22,国家电网,029-0945-8338,315,28907.55,54635.27,34.242603,108.934006,东区行政楼停车场
623,交流慢充-0623号桩,西安邮电大学西区,交流慢充,16.0,0.84,0.51,0,2021-04-15,云快充,029-7625-2920,381,4206.24,5678.42,34.239300,108.924103,西区1号停车场
624,交流慢充-0624号桩,西安邮电大学雁塔校区,交流慢充,9.0,1.08,0.37,0,2025-06-10,校园能源管理中心,029-4144-0138,28,178.92,259.43,34.225101,108.962799,雁塔校区南门停车场
625,交流慢充-0625号桩,西安邮电大学东区,交流慢充,15.0,0.93,0.42,0,2021-03-25,云快充,029-1495-2571,372,2287.80,3088.53,34.237801,108.929604,东区A区停车场
626,交流慢充-0626号桩,西安邮电大学西区,交流慢充,18.0,1.49,0.67,0,2025-07-12,特来电,029-3309-3410,217,1796.76,3881.00,34.238903,108.931305,西区2号停车场
627,双枪充电-0627号桩,西安邮电大学雁塔校区,双枪充电,212.0,0.81,0.50,1,2024-08-17,国家电网,029-9958-9699,242,32834.56,43013.27,34.222202,108.955406,雁塔校区实验楼停车场
628,交流慢充-0628号桩,西安邮电大学东区,交流慢充,22.0,1.40,0.32,0,2025-12-21,星星充电,029-2641-0051,34,254.32,437.43,34.233101,108.936005,东区体育场停车场
629,双枪充电-0629号桩,西安邮电大学西区,双枪充电,223.0,1.50,0.37,0,2021-01-01,云快充,029-4720-4055,207,13848.30,25896.32,34.240700,108.929802,西区行政楼停车场
630,交流慢充-0630号桩,西安邮电大学雁塔校区,交流慢充,14.0,1.22,0.50,0,2021-07-14,特来电,029-1347-9364,582,4725.84,8128.45,34.224003,108.963104,雁塔校区南门停车场
631,直流快充-0631号桩,西安邮电大学东区,直流快充,155.0,1.33,0.33,1,2022-05-12,校园能源管理中心,029-0796-0032,500,42625.00,70757.50,34.236401,108.927200,东区图书馆停车场
632,直流快充-0632号桩,西安邮电大学西区,直流快充,158.0,1.33,0.58,0,2025-02-12,云快充,029-0252-8063,62,4800.04,9168.08,34.233501,108.925201,西区实验楼停车场
633,直流快充-0633号桩,西安邮电大学雁塔校区,直流快充,81.0,1.35,0.55,0,2023-04-01,校园能源管理中心,029-6515-3893,249,14118.30,26824.77,34.229702,108.955002,雁塔校区地下停车场
634,直流快充-0634号桩,西安邮电大学东区,直流快充,71.0,1.19,0.32,0,2024-03-02,校园能源管理中心,029-0722-3033,193,9181.01,13863.33,34.238903,108.928299,东区图书馆停车场
635,交流慢充-0635号桩,西安邮电大学西区,交流慢充,20.0,1.46,0.31,2,2021-03-09,特来电,029-0747-4847,69,441.60,781.63,34.243000,108.930504,西区实验楼停车场
636,双枪充电-0636号桩,西安邮电大学雁塔校区,双枪充电,173.0,1.50,0.52,0,2022-04-19,国家电网,029-6367-0268,24,2117.52,4277.39,34.221001,108.960899,雁塔校区南门停车场
637,交流慢充-0637号桩,西安邮电大学东区,交流慢充,7.0,1.12,0.56,0,2023-04-20,国家电网,029-8446-6742,537,2932.02,4925.79,34.237503,108.931099,东区行政楼停车场
638,双枪充电-0638号桩,西安邮电大学西区,双枪充电,120.0,1.08,0.53,1,2021-12-02,特来电,029-5178-5936,555,43956.00,70769.16,34.236500,108.931702,西区实验楼停车场
639,双枪充电-0639号桩,西安邮电大学雁塔校区,双枪充电,193.0,1.36,0.44,0,2024-12-06,特来电,029-2340-2529,348,22835.76,41104.37,34.225201,108.959602,雁塔校区地下停车场
640,交流慢充-0640号桩,西安邮电大学东区,交流慢充,14.0,1.44,0.37,0,2025-06-16,特来电,029-0156-0844,481,5050.50,9141.41,34.240704,108.935905,东区B区停车场
